otu name	16rRNA	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	BAF15	MWPF15	RKF15	BSGF15	WRF15	GNF15	MMF15	
OTU_89	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	89.2988929889299	4.21692800406892e-097	358.353326805175			45	9	0	5	29	30	0	
OTU_90	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	99.2619926199262	6.22150749217035e-133	477.375667678515			11	12	4	49	11	20	2	
OTU_91	uncultured blastococcus sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__geodermatophilaceae;g__blastococcus;s__blastococcus spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae	99.6309963099631	4.20948551855597e-135	484.589142882959			0	63	0	25	31	13	0	
OTU_92	uncultured solibacter sp. ;k__bacteria;p__acidobacteria;c__solibacteres;o__solibacterales;f__solibacteraceae;g__candidatus solibacter;s__uncultured solibacter sp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	97.7941176470588	4.82294905120176e-128	461.145348468514			7	12	19	8	4	20	32	
OTU_93	uncultured iamia sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__acidimicrobiales;f__iamiaceae;g__iamia;s__iamia spp.;superkingdom__bacteria;subclass  acidimicrobidae;suborder__acidimicrobineae	98.8970588235294	6.27335338793844e-133	477.375667678515			64	8	17	0	1	20	3	
OTU_94	uncultured flavitalea sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavitalea;s__flavitalea spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.0479704797048	7.12831298661118e-126	453.931873264069			0	47	28	30	6	0	2	
OTU_95	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	95.2029520295203	8.13339924672249e-119	430.488078849623			3	16	10	0	0	4	74	
OTU_96	uncultured anaeromyxobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__anaeromyxobacteraceae;g__anaeromyxobacter;s__anaeromyxobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	95.9409594095941	1.90485526735146e-120	435.898185252957			0	1	5	0	99	5	0	
OTU_97	cellulosimicrobium sp. pu_07 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__promicromonosporaceae;g__cellulosimicrobium;s__cellulosimicrobium sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	99.2619926199262	5.12820319074768e-134	480.982405280737			24	0	2	7	6	35	1	
OTU_98	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	92.6470588235294	3.96241585411383e-110	401.634178031844			0	0	0	3	85	14	0	
OTU_99	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	99.2647058823529	1.4753513064247e-134	482.785774081848			1	25	19	14	17	30	8	
OTU_100	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	93.3579335793358	2.65882234347874e-112	408.847653236289			4	10	1	32	43	14	2	
OTU_101	uncultured methylosinus sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__methylosinus;s__methylosinus spp.;superkingdom__bacteria	97.4169741697417	7.09873492442607e-126	453.931873264069			16	7	13	0	0	13	49	
OTU_102	uncultured leifsonia sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__microbacteriaceae;g__leifsonia;s__leifsonia spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	99.6309963099631	4.20948551855597e-135	484.589142882959			28	7	3	9	26	13	1	
OTU_103	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	98.5239852398524	3.23624908917156e-130	468.358823672959			0	67	17	2	4	5	10	
OTU_104	dq099745.1 rhizobium leguminosarum  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium leguminosarum;superkingdom__bacteria	98.8929889298893	2.6454523023858e-131	471.965561275181			7	11	24	9	1	35	16	
OTU_105	uncultured massilia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia spp.;superkingdom__bacteria	95.2029520295203	9.90850872031869e-118	426.881341247401			2	0	21	0	0	0	78	
OTU_106	uncultured phenylobacterium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__phenylobacterium;s__phenylobacterium spp.;superkingdom__bacteria	98.1549815498155	1.37037821968424e-128	462.948717269625			4	14	11	2	32	19	4	
OTU_107	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	95.9409594095941	1.57011542174268e-121	439.504922855179			0	19	50	0	0	2	59	
OTU_108	uncultured desulfotalea sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfobacterales;f__desulfobulbaceae;g__desulfotalea;s__desulfotalea spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	99.2619926199262	6.22150749217035e-133	477.375667678515			33	6	18	0	0	0	41	
OTU_109	pedomicrobium sp. lp102 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__pedomicrobium;s__pedomicrobium sp.;superkingdom__bacteria	99.2619926199262	6.22150749217035e-133	477.375667678515			113	10	22	0	0	1	2	
OTU_110	gq262989.1 structure simulated level waste site simulated level waste site clone f2_112x  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__rhodoplanes;s__rhodoplanes spp.;superkingdom__bacteria	98.8929889298893	2.6454523023858e-131	471.965561275181			22	48	30	3	1	12	3	
OTU_111	sphingobacterium sp. p_17 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.2619926199262	5.12820319074768e-134	480.982405280737			2	18	12	10	9	17	11	
OTU_112	ab249945.1 streptomyces sanglieri str. nbrc 100784  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__streptomycetaceae;g__streptomyces;s__streptomyces sanglieri;superkingdom__bacteria;subclass  actinobacteridae;suborder__streptomycineae	99.2619926199262	5.12820319074768e-134	480.982405280737			44	23	58	0	0	21	1	
OTU_113	uncultured rhizobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium spp.;superkingdom__bacteria	97.7859778597786	1.66946243851828e-127	459.341979667403			17	14	6	0	2	49	9	
OTU_114	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	95.9409594095941	1.57011542174268e-121	439.504922855179			4	0	29	0	0	10	47	
OTU_115	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	90.4059040590406	1.91448235198179e-101	372.780277214065			1	5	2	1	86	10	0	
OTU_116	uncultured solirubrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__solirubrobacteraceae;g__solirubrobacter;s__solirubrobacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	98.1549815498155	1.37037821968424e-128	462.948717269625			13	48	17	1	2	10	3	
OTU_117	uncultured fusobacterium sp. ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium spp.;superkingdom__bacteria	98.1549815498155	1.37037821968424e-128	462.948717269625			7	26	27	7	1	30	4	
OTU_118	uncultured steroidobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__sinobacteraceae;g__steroidobacter;s__steroidobacter spp.;superkingdom__bacteria	98.5239852398524	2.65647502031241e-131	471.965561275181			21	4	6	0	0	45	7	
OTU_119	opitutus sp. enrichment culture clone lt_e11 ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus sp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	99.2619926199262	5.12820319074768e-134	480.982405280737			19	11	19	0	0	35	26	
OTU_120	uncultured sphingomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas spp.;superkingdom__bacteria	98.8929889298893	2.6454523023858e-131	471.965561275181			8	5	11	6	67	7	34	
OTU_121	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	96.6789667896679	3.03103581025806e-124	448.521766860735			17	22	33	1	0	12	39	
OTU_122	segetibacter aerophilus ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__segetibacter;s__segetibacter aerophilus;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.8929889298893	2.18056748386766e-132	475.572298877403			0	6	0	26	73	0	0	
OTU_123	uncultured azospirillum sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__azospirillum;s__azospirillum spp.;superkingdom__bacteria	97.7859778597786	2.47770194503589e-125	452.128504462958			26	10	8	20	8	37	0	
OTU_124	uncultured levilinea sp. ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__levilinea;s__levilinea spp.;superkingdom__bacteria	98.8929889298893	2.18056748386766e-132	475.572298877403			7	36	32	23	5	37	3	
OTU_125	uncultured alterierythrobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__erythrobacteraceae;g__altererythrobacter;s__altererythrobacter spp.;superkingdom__bacteria	99.6309963099631	4.20948551855597e-135	484.589142882959			2	9	10	15	51	0	0	
OTU_126	x77447.1 agromyces ramosus str. dsm 43045  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__microbacteriaceae;g__agromyces;s__agromyces ramosus;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.8929889298893	2.18056748386766e-132	475.572298877403			35	8	36	21	33	8	8	
OTU_127	u62819.1 soil clone sca1175  ;k__archaea;p__thaumarchaeota;c__thaumarchaeota;o__nitrososphaerales;f__nitrososphaeraceae;g__candidatus nitrososphaera;s__candidatus nitrososphaera;superkingdom__archaea	99.622641509434	9.15658968115906e-131	470.16219247407			46	14	9	0	0	39	1	
OTU_128	uncultured terrimonas sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__terrimonas;s__terrimonas spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.6309963099631	4.20948551855597e-135	484.589142882959			2	23	19	0	0	1	40	
OTU_129	af534196.1 soil clone glu14  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	98.8929889298893	2.6454523023858e-131	471.965561275181			1	7	18	60	64	10	10	
OTU_130	uncultured segetibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__segetibacter;s__segetibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.2619926199262	5.12820319074768e-134	480.982405280737			0	2	1	21	59	0	0	
OTU_131	uncultured solirubrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__solirubrobacteraceae;g__solirubrobacter;s__solirubrobacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	95.2029520295203	9.86739457625097e-118	426.881341247401			0	6	4	34	67	10	0	
OTU_132	dq491070.1 chondromyces pediculatus str. bicc 8609  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__chondromyces;s__chondromyces pediculatus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	89.2988929889299	4.21692800406892e-097	358.353326805175			4	0	1	14	19	23	0	
OTU_133	x79413.1 pelobacter carbinolicus dsm 2380 str. grabd1 (dsm 2380)  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter carbinolicus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	91.5129151291513	3.03371410405754e-105	385.403858821843			1	54	3	0	0	0	23	
OTU_134	uncultured actinomyces sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__actinomycetaceae;g__actinomyces;s__actinomyces spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__actinomycineae	94.3396226415094	7.58604503308591e-113	410.6510220374			0	0	0	0	0	0	86	
OTU_135	uncultured nitrosospira sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__nitrosomonadaceae;g__nitrosospira;s__nitrosospira spp.;superkingdom__bacteria	96.6789667896679	3.67723572977376e-123	444.915029258513			0	16	7	1	5	20	3	
OTU_136	flavisolibacter ginsengisoli ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavisolibacter ginsengisoli;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.6309963099631	4.20948551855597e-135	484.589142882959			0	2	2	15	59	0	1	
OTU_137	rhizobium sp. mn4_3 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium sp.;superkingdom__bacteria	99.2619926199262	6.22150749217035e-133	477.375667678515			11	5	10	10	9	45	5	
OTU_138	uncultured thiobacillus sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__hydrogenophilales;f__hydrogenophilaceae;g__thiobacillus;s__thiobacillus spp.;superkingdom__bacteria	95.5719557195572	2.80349707961973e-118	428.684710048512			2	21	27	2	0	19	27	
OTU_139	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	96.6789667896679	3.03103581025806e-124	448.521766860735			40	3	12	0	0	16	45	
OTU_140	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	92.9889298892989	1.66397537433134e-108	396.22407162851			61	2	20	0	0	0	1	
OTU_141	uncultured ohtaekwangia sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__ohtaekwangia;s__ohtaekwangia spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.8929889298893	2.18056748386766e-132	475.572298877403			6	16	12	12	3	8	21	
OTU_142	reyranella soli ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillales;g__reyranella;s__reyranella soli;superkingdom__bacteria	97.7859778597786	2.02534735078916e-126	455.73524206518			42	3	13	0	0	5	8	
OTU_143	uncultured clostridium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium spp.;superkingdom__bacteria	95.5719557195572	2.32058877905233e-119	432.291447650734			0	0	0	14	60	0	0	
OTU_144	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	99.6309963099631	4.20948551855597e-135	484.589142882959			9	53	3	2	3	41	5	
OTU_145	fj532393.1 promicromonospora sukumoe str. hbum83622  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__promicromonosporaceae;g__promicromonospora;s__promicromonospora sukumoe;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	99.6309963099631	4.20948551855597e-135	484.589142882959			62	0	0	0	0	10	1	
OTU_146	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	93.3579335793358	3.21222814395898e-111	405.240915634066			6	24	8	1	0	32	16	
OTU_147	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	97.7859778597786	1.66946243851828e-127	459.341979667403			8	25	32	0	6	19	76	
OTU_148	uncultured chitinophaga sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__chitinophaga;s__chitinophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.2619926199262	5.12820319074768e-134	480.982405280737			0	25	26	50	19	4	1	
OTU_149	uncultured cytophaga sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__cytophaga;s__cytophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.0588235294118	2.48802570314021e-125	452.128504462958			36	0	0	0	0	0	40	
OTU_150	lysobacter soli ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__lysobacter;s__lysobacter soli;superkingdom__bacteria	99.2619926199262	5.12820319074768e-134	480.982405280737			9	4	3	3	7	7	23	
OTU_151	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.8929889298893	2.18056748386766e-132	475.572298877403			1	20	22	35	44	4	2	
OTU_152	uncultured chitinophaga sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__chitinophaga;s__chitinophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.0479704797048	7.12831298661118e-126	453.931873264069			71	0	0	0	0	0	0	
OTU_153	uncultured thiobacillus sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__hydrogenophilales;f__hydrogenophilaceae;g__thiobacillus;s__thiobacillus spp.;superkingdom__bacteria	98.1549815498155	1.12956192169823e-129	466.555454871847			5	21	4	0	0	2	19	
