Gene(KO)	Gene Description	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
K00162	"PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit EC:1.2.4.1"	541.3824856	923.0734488	537.905303	930.7208694	377.302381	734.2965368	732.0055616	215.3450397	767.5947872	1129.591306	1334.509073	1047.520058	2045.387085	1089.354621
K00163	aceE; pyruvate dehydrogenase E1 component EC:1.2.4.1	541.6879329	1038.591739	400.1990981	550.2765693	459.2952381	636.955772	286.222096	997.7924062	1081.54026	1009.49127	959.5707612	983.5713925	1006.863654	970.5285823
K00164	"OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component EC:1.2.4.2"	564.3334416	1000.207179	435.4021284	683.4766234	466.2051587	667.9183622	334.0149471	816.7396104	1015.315981	1164.806385	1141.626335	1109.295653	1131.949982	962.3448993
K00166	"BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit EC:1.2.4.4"	98.98542569	241.7079726	79.9049062	149.9210678	88.15555556	163.1949495	72.50859788	79.89758297	156.727886	186.8504329	221.9810967	226.8619228	233.8597042	225.2143437
K00167	"BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit EC:1.2.4.4"	161.068759	308.4579726	146.4049062	240.2960678	135.1555556	238.9449495	164.5919312	89.64758297	227.8112193	268.4337662	386.1477633	340.8785895	531.6097042	337.3810104
K00169	porA; pyruvate ferredoxin oxidoreductase alpha subunit EC:1.2.7.1	5	10.56111111	8.25	10.29166667	9.183333333	7.083333333	3.922619048	8.893686869	16.2	15.11111111	24.70328283	21.13055556	20.58333333	12.54444444
K00170	porB; pyruvate ferredoxin oxidoreductase beta subunit EC:1.2.7.1	4.833333333	10.25	10.25	10.16666667	11.18333333	7.083333333	3.5	1	14.41666667	14.91666667	31.96717172	20.90555556	20.58333333	11.27777778
K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit EC:1.2.7.1	0	2	2	7	0	0	3	0	1	4	1.272727273	4	9	0
K00172	porG; pyruvate ferredoxin oxidoreductase gamma subunit EC:1.2.7.1	5.142857143	8.561111111	6.25	3.43452381	9.183333333	6.583333333	0.970238095	8.893686869	14.7	11.11111111	23.45328283	15.38055556	10.58333333	12.54444444
K00174	"korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha EC:1.2.7.3 1.2.7.11"	425.7282107	225.8916667	390.0277778	364.7837662	461.6214286	594.1253968	222.0325156	53.91121934	295.9217352	295.1964286	853.8069625	961.442298	1025.647222	343.5071179
K00175	"korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta EC:1.2.7.3 1.2.7.11"	425.5407107	226.3916667	390.0277778	364.2212662	462.1214286	594.9170635	222.0950156	53.84871934	296.5467352	295.1964286	853.7861291	961.2339646	1026.813889	344.3821179
K00176	"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta EC:1.2.7.3"	20.66666667	11.75	15.25	17	6.833333333	15.66666667	3.5	3	23.5	8	47.98484848	14.20833333	216.75	31.75
K00177	"korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma EC:1.2.7.3"	11.61111111	8.416666667	8.583333333	14.86111111	4.833333333	13	2	2.166666667	15.77777778	5	26.92929293	9.708333333	114.4861111	22.58333333
K00179	"iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit EC:1.2.7.8"	114.9680556	243.2277778	87.68333333	182.5263889	80.91944444	147.0333333	95.64583333	41.82916667	113.7333333	186.3638889	252.7630051	211.4694444	306.6666667	174.6055556
K00180	"iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit EC:1.2.7.8"	114.9680556	242.1444444	87.43333333	182.5263889	80.75277778	145.7	95.14583333	41.82916667	112.4	186.3638889	252.5963384	211.8027778	305.4166667	173.0222222
K00184	"K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit"	478.6454545	225.2742424	370.1108586	435.4411616	483.9222222	480.0088384	194.7492424	78.39015152	343.9078283	344.2694444	990.0174242	1067.319823	936.0962121	286.430303
K00185	"K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit"	479.1454545	217.6075758	371.5691919	434.3578283	483.9222222	480.0088384	194.4159091	77.89015152	341.6161616	337.3527778	990.4757576	1060.403157	937.3878788	279.805303
K00186	"vorA; 2-oxoisovalerate ferredoxin oxidoreductase, alpha subunit EC:1.2.7.7"	10	5.5	7.5	8.5	3	5.5	1.5	1.5	11	4	23.5	6.5	106	15.5
K00187	"vorB; 2-oxoisovalerate ferredoxin oxidoreductase, beta subunit EC:1.2.7.7"	10	5.5	7.5	8.5	3	5.5	1.5	1.5	11	4	23.5	6.5	106	15.5
K00194	"cdhD, acsD; acetyl-CoA decarbonylase/synthase complex subunit delta EC:2.1.1.245"	0	0	0	0	0	0	0	0	0	0	0.272727273	0	0	0
K00196	cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	0	0.5	0	0	0	3	0	0.25	0.5	0.583333333	0.795454545	0.25	0.25	0.75
K00197	"cdhE, acsC; acetyl-CoA decarbonylase/synthase complex subunit gamma EC:2.1.1.245"	0	0	0	0	0	0	0	0	0	0	0.272727273	0	0	0
K00198	"cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit EC:1.2.7.4"	0.125	0.611111111	0	0	0	3	0	0.25	0.5	0.666666667	1.465909091	0.25	0.25	0.75
K00200	"fwdA, fmdA; formylmethanofuran dehydrogenase subunit A EC:1.2.7.12"	23.29545455	31.74844877	15.8469697	34.81893939	13.30119048	41.99296537	12.40479798	3.987373737	32.76338384	38.6	50.00075758	42.88351371	44.92041847	34.03585859
K00201	"fwdB, fmdB; formylmethanofuran dehydrogenase subunit B EC:1.2.7.12"	23.29545455	31.74844877	15.8469697	34.81893939	13.30119048	41.99296537	12.40479798	3.987373737	32.76338384	38.6	50.00075758	42.88351371	44.92041847	34.03585859
K00202	"fwdC, fmdC; formylmethanofuran dehydrogenase subunit C EC:1.2.7.12"	23.29545455	31.74844877	15.8469697	34.81893939	13.30119048	41.99296537	12.40479798	3.987373737	32.76338384	38.6	50.00075758	42.88351371	44.92041847	34.03585859
K00208	fabI; enoyl-acyl-carrier protein reductase I EC:1.3.1.9 1.3.1.10	664.6804834	1151.207215	499.890368	784.4828644	519.8845238	817.7014069	405.3784752	1013.086544	1249.46131	1323.574639	1260.261616	1221.784921	1374.132107	1176.868694
K00209	"fabV, ter; enoyl-acyl-carrier protein reductase / trans-2-enoyl-CoA reductase (NAD+) EC:1.3.1.9 1.3.1.44"	20.03809524	34.96428571	12.63333333	44.67222222	46.2952381	87.19325397	18.66666667	24.32420635	24.01031746	50.80396825	47.65883838	87.2734127	44.63333333	50.31984127
K00210	E1.3.1.12; prephenate dehydrogenase EC:1.3.1.12	17.83333333	16.25833333	18.83888889	30.31666667	5.093650794	6.304761905	7.933333333	6.066666667	34.33333333	24.63888889	36.66111111	19.91388889	34.28333333	27.14722222
K00211	TYR1; prephenate dehydrogenase (NADP+) EC:1.3.1.13	0.333333333	35.83333333	0	14.44444444	0	4.333333333	6	11.66666667	10.11111111	68.16666667	7.666666667	7.666666667	3.333333333	15.05555556
K00213	DHCR7; 7-dehydrocholesterol reductase EC:1.3.1.21	1.5	0	1	0	1	1.25	0	0	1.166666667	0.5	3.25	2.916666667	2.5	1.416666667
K00214	"BLVRA, bvdR; biliverdin reductase EC:1.3.1.24"	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0	0
K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase EC:1.17.1.8	804.3612193	1049.29329	625.3410173	897.5905123	720.8107143	939.0266955	485.9641534	819.2967893	1137.631656	1196.622258	1612.205339	1626.806764	1647.046411	1075.824661
K00216	"entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase EC:1.3.1.28"	124.4270202	243.5940476	75.075	120.5472222	59.61031746	96.88253968	106.8058923	399.9385281	375.1176948	298.340873	230.9444444	152.3248016	328.253373	220.3257326
K00217	E1.3.1.32; maleylacetate reductase EC:1.3.1.32	1.25	1.6	2.1	0.733333333	4.233333333	12.19166667	0.9	0.95	3.716666667	2.6	3.75	8.683333333	8.225	4.433333333
K00218	por; protochlorophyllide reductase EC:1.3.1.33	28	25	27	38	21.06666667	36	43	3	28	36	69	53.56666667	134	46
K00219	"fadH; 2,4-dienoyl-CoA reductase (NADPH2) EC:1.3.1.34"	146.4936508	513.402381	47.45793651	57.71785714	37.8468254	63.11388889	36.90833333	1043.612302	810.1944444	564.8412698	179.8345238	123.2154762	80.55238095	422.7271825
K00220	tyrC; cyclohexadieny/prephenate dehydrogenase EC:1.3.1.43 1.3.1.12	77.67402597	150.7075758	77.20530303	142.3078283	71.04642857	159.4921717	56.19090909	29.59451659	111.1907648	173.2416667	175.470202	175.4323232	249.1212121	184.9964935
K00221	E4.99.1.2; alkylmercury lyase EC:4.99.1.2	2.482539683	11.79444444	2.459722222	6.875	5.717857143	3.776388889	7.209722222	13.06111111	9.618650794	3.380555556	5.134722222	8.377777778	5.554166667	7.968849206
K00222	"TM7SF2, ERG24; Delta14-sterol reductase EC:1.3.1.70"	1.5	1.333333333	1.666666667	0	1	1.083333333	0.333333333	0	2.5	1.5	4.583333333	3.25	3.166666667	2.666666667
K00226	pyrD; dihydroorotate dehydrogenase (fumarate) EC:1.3.98.1	202.4583333	19.75	153.8333333	156.25	229.4583333	215.7277778	67.875	5.5	95.17063492	40.19365079	403.2555556	466.1706349	433.5625	73.44642857
K00227	"SC5DL, ERG3; Delta7-sterol 5-desaturase EC:1.14.19.20"	3	0	2	0	2	1.5	0	0	2.333333333	1	6.5	5.833333333	5	2
K00228	"CPOX, hemF; coproporphyrinogen III oxidase EC:1.3.3.3"	291.8077561	759.8821789	189.2187951	371.6451299	196.6503968	373.3957431	173.9214646	737.8036436	760.4256854	860.4412698	564.3880592	524.8852994	471.2388709	659.573676
K00230	hemG; menaquinone-dependent protoporphyrinogen oxidase EC:1.3.5.3	205.5291667	91.40833333	161.5166667	194.8708333	233.425	208.4444444	74.3625	43.92400794	140.0904762	93.7281746	396.1763889	450.9035714	339.4380952	122.6011905
K00231	"PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase EC:1.3.3.4 1.3.3.15"	460.9741703	201.9277778	387.8805556	434.7001804	481.5436508	490.7892857	210.4718013	77.04834055	330.9094156	275.8893218	945.0955988	1001.151064	879.9930556	305.5850511
K00232	"E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase EC:1.3.3.6"	35.94583333	113.5428571	45.62222222	88.56527778	16.79365079	37.25595238	24.3625	36.3375	87.31111111	124.3138889	81.63472222	45.99583333	55.87857143	114.6464286
K00239	"sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit EC:1.3.5.1 1.3.5.4"	1030.145942	1119.52583	913.5993506	909.4085678	913.690873	1012.189394	488.5333995	841.9096861	1258.193759	1371.67583	1885.91434	1984.43851	1854.684109	1140.83101
K00240	"sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit EC:1.3.5.1 1.3.5.4"	882.9639971	1125.659163	733.1882395	903.7710678	807.940873	1028.408045	476.6958995	840.9916306	1199.834632	1327.003608	1722.73189	1792.007955	1822.134109	1141.028233
K00241	"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit"	650.3524892	1027.071068	535.5910173	694.3599567	554.8480159	743.5882035	378.6375661	826.2971861	1069.65864	1225.509163	1252.745779	1283.333153	1295.309109	994.0119628
K00242	"sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit"	332.0022006	726.94329	271.4104618	309.1534632	251.7329365	360.92114	149.8686869	725.2314214	764.9201299	754.6940476	547.0547258	562.7339105	464.1146645	640.332803
K00243	K00243; uncharacterized protein	23.51655844	72.82896825	12.28333333	64.81204906	39.025	61.67063492	37.06054594	63.91219336	74.1541847	113.7484488	62.66100289	81.9004329	30.26309524	130.720628
K00244	frdA; fumarate reductase flavoprotein subunit EC:1.3.5.4	243.342298	156.5234848	190.9856061	225.5170455	308.175	348.8232323	94.43876263	30.00708874	142.4642677	126.109127	492.7362374	615.2140512	454.1541306	146.4617965
K00245	frdB; fumarate reductase iron-sulfur subunit EC:1.3.5.4	189.9861111	25.08214286	142.75	136.7111111	228.6083333	198.0416667	59.54166667	4.65952381	84.9718254	39.83333333	367.4888889	452.2269841	314.0902778	59.69087302
K00246	frdC; fumarate reductase subunit C	189.6527778	25.08214286	142.75	136.7111111	228.6083333	198.0416667	59.54166667	4.65952381	84.9718254	39.83333333	367.1555556	452.2269841	314.0902778	59.69087302
K00247	frdD; fumarate reductase subunit D	189.5277778	25.08214286	142.75	136.4611111	228.6083333	198.0416667	59.41666667	4.90952381	84.82896825	39.26190476	366.6555556	451.5424603	314.0902778	59.48253968
K00248	"ACADS, bcd; butyryl-CoA dehydrogenase EC:1.3.8.1"	106.4547619	298.4095238	56.05555556	85.65	36.76111111	62.33928571	36.13333333	424.1297619	365.0214286	290.9527778	185.8265152	113.456746	292.15	225.3186508
K00249	"ACADM, acd; acyl-CoA dehydrogenase EC:1.3.8.7"	650.6526876	1659.656097	571.7870851	840.1744048	586.9642857	1166.186544	478.0020382	1126.002543	1409.680231	1454.494444	1382.784758	1327.020599	1827.150126	1551.175415
K00252	"GCDH, gcdH; glutaryl-CoA dehydrogenase EC:1.3.8.6"	386.4498196	1145.996068	272.3660173	553.3201299	186.802381	411.3794733	271.6464646	1195.031025	1218.699495	1251.213095	743.4408369	566.7914502	802.1468074	940.6279618
K00253	"IVD, ivd; isovaleryl-CoA dehydrogenase EC:1.3.8.4"	218.9410895	633.2071789	136.7299062	216.2756854	111.4781746	207.3262987	91.75479798	702.4060245	674.4685426	632.2880952	355.7491703	330.6247835	366.4868867	537.19193
K00254	"DHODH, pyrD; dihydroorotate dehydrogenase EC:1.3.5.2"	292.5188672	847.94329	212.4104618	404.9673521	192.9218254	384.6100289	193.3440837	776.7501082	823.4354076	929.3496032	555.8547258	522.5172439	513.8757756	750.6522475
K00255	ACADL; long-chain-acyl-CoA dehydrogenase EC:1.3.8.8	0.5	4.291666667	1.333333333	1.444444444	2.266666667	4.5	0	0.666666667	1.916666667	2.916666667	1.069444444	8.072222222	2.361111111	5.488095238
K00256	E1.3.99.16; isoquinoline 1-oxidoreductase EC:1.3.99.16	7.066666667	2.433333333	2.266666667	0.527777778	2.644444444	9.7	1.266666667	0.083333333	5.916666667	4.072222222	16.42222222	5.9	91.48888889	3.25
K00257	"mbtN, fadE14; acyl-ACP dehydrogenase EC:1.3.99.-"	2.8	12.7	3.566666667	8.233333333	0.75	7.916666667	3.3	3.7	11.45	14.35555556	8.711111111	6.002777778	12.43611111	15.56904762
K00259	ald; alanine dehydrogenase EC:1.4.1.1	247.787482	485.9567821	231.4465729	452.4286436	208.6019841	431.7386003	278.6117845	162.1028139	411.7618867	617.5087662	610.0848485	565.4597763	790.7960137	584.0819414
K00260	"gudB, rocG; glutamate dehydrogenase EC:1.4.1.2"	3.20472583	0.25	0	1.722402597	0	0.083333333	10.60870611	14.99476912	19.79235209	0.763528139	3.959090909	0.626262626	5.339285714	3.19542957
K00261	"GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) EC:1.4.1.3"	512.924026	621.1103175	482.1940476	347.3128066	297.1059524	277.5698413	273.535101	693.1648268	840.5689214	881.2948773	815.7357143	704.2831349	767.4642857	593.0287879
K00262	"E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) EC:1.4.1.4"	125.9484848	269.5761905	90.03611111	167.7270202	109.2821429	205.3515873	75.2767316	251.182215	276.6552309	254.4595238	280.4054473	250.9845599	346.6972222	229.2822619
K00263	E1.4.1.9; leucine dehydrogenase EC:1.4.1.9	200.6415584	293.8150794	205.4138889	334.0037157	127.7222222	246.2456349	268.0661015	82.19628427	253.9611291	418.1984488	509.7327201	406.9782107	760.9575397	430.9442391
K00265	gltB; glutamate synthase (NADPH/NADH) large chain EC:1.4.1.13 1.4.1.14	323.1461219	910.6294012	257.4299062	464.8481421	191.8607143	384.480267	232.9049122	786.9095418	889.7659091	986.5452381	641.7262446	529.2845418	760.9630772	843.6605558
K00266	gltD; glutamate synthase (NADPH/NADH) small chain EC:1.4.1.13 1.4.1.14	531.5318543	928.6841631	404.3687951	611.2278139	466.8384921	677.9989177	299.1962963	783.4812771	971.874513	1018.632973	1056.881133	1058.188709	1174.974982	873.3997222
K00271	vdh; valine dehydrogenase (NAD+) EC:1.4.1.23	9	48.5	20.5	36.29166667	8.571428571	16.76428571	13.25	12.25	28.83333333	47.5	25.33333333	23.5	25.80357143	59.65277778
K00273	"DAO, aao; D-amino-acid oxidase EC:1.4.3.3"	3.341666667	14.5	9.277777778	17.70833333	6.132539683	18.24761905	6.991666667	2.166666667	7.411111111	17.91111111	15.44444444	10.86944444	22.43690476	23.93333333
K00274	"MAO, aofH; monoamine oxidase EC:1.4.3.4"	648.522619	651.4261905	484.6	566.181746	606.9039683	747.2345238	331.0862434	843.168254	974.4059524	831.1575397	1303.587013	1296.505357	1327.856349	710.1801587
K00275	"pdxH, PNPO; pyridoxamine 5'-phosphate oxidase EC:1.4.3.5"	541.7410895	952.0155123	417.1521284	663.4423521	460.593254	669.3469336	327.0881313	806.2536436	974.4992965	1078.832937	1085.588059	1064.964466	1005.468236	930.9109776
K00276	"AOC3, AOC2, tynA; primary-amine oxidase EC:1.4.3.21"	291.6333333	274.1805556	255.0416667	336.8583333	273.1083333	302.8333333	163.2083333	81.8770202	255.3166667	256.4472222	563.5527778	565.0746032	602.2138889	305.6636905
K00278	nadB; L-aspartate oxidase EC:1.4.3.16	545.3723304	935.8460678	415.007684	628.8988456	452.8634921	650.97114	326.2653439	786.2416306	967.2590368	1039.220274	1088.660173	1048.797042	1096.169426	890.9706929
K00281	"GLDC, gcvP; glycine dehydrogenase EC:1.4.4.2"	419.2033911	708.1805916	306.6771284	460.3784632	344.3253968	427.2223304	213.3714646	742.1373737	828.1344156	825.7884921	816.6658369	769.8337121	637.4118867	673.2490729
K00282	gcvPA; glycine dehydrogenase subunit 1 EC:1.4.4.2	112.5729076	156.0027778	103.6583333	172.5787157	105.6916667	207.7944444	113.4760221	32.80147908	134.7351371	171.3698773	278.2768759	298.0075758	446.2928571	199.301382
K00283	gcvPB; glycine dehydrogenase subunit 2 EC:1.4.4.2	112.5729076	156.0027778	103.6583333	172.5787157	105.6916667	207.7944444	113.4760221	32.80147908	134.7351371	171.3698773	278.2768759	298.0075758	446.2928571	199.301382
K00284	E1.4.7.1; glutamate synthase (ferredoxin) EC:1.4.7.1	13.29166667	13.775	6	23.39166667	11.51666667	26.36666667	10.33333333	6.333333333	7.891666667	14.58333333	29.22619048	33.94166667	24.25	19.11785714
K00285	dadA; D-amino-acid dehydrogenase EC:1.4.5.1	661.2511544	2173.810462	376.9269661	636.7651876	290.0563492	532.1176948	315.5338684	2592.616342	2368.282251	2217.861941	883.024044	704.7305195	804.0265152	1657.646447
K00286	proC; pyrroline-5-carboxylate reductase EC:1.5.1.2	534.7304113	925.1417027	401.8299062	609.427886	477.6031746	706.2147908	306.4374579	803.6282107	977.0151335	1045.37702	1075.617785	1094.042551	1092.015855	928.9672985
K00287	"DHFR, folA; dihydrofolate reductase EC:1.5.1.3"	296.6604618	850.4766234	195.0937951	411.9377345	208.9837302	403.7707431	180.1804954	787.2984488	833.3818903	910.7119408	553.8636364	547.6789863	462.9686328	737.9667247
K00290	"LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) EC:1.5.1.7"	7.8	23.94087302	7.291666667	16.89444444	46.46785714	64.50357143	7.95	10.63611111	24.58333333	26.81666667	35.59444444	60.43452381	16.56587302	42.075
K00293	"LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) EC:1.5.1.10"	0.5	0	0	0.25	0	0	0	0	0.5	0	0.6	0	0	0
K00294	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase EC:1.2.1.88	289.5586941	217.5805556	247.4722222	341.7597042	280.2825397	321.3781746	207.2474627	72.5007215	248.6363997	327.7976551	638.147583	628.4457071	706.4269841	286.1410645
K00297	"metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) EC:1.5.1.20"	671.0830447	1240.819481	478.8715729	766.2321789	511.8480159	790.6929654	411.5986772	1393.835317	1482.079473	1426.348052	1283.424062	1246.995653	1337.599982	1151.15601
K00298	ceo; N5-(carboxyethyl)ornithine synthase EC:1.5.1.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125
K00299	ssuE; FMN reductase EC:1.5.1.38	334.4415945	1082.978644	208.4657648	405.6165945	125.2968254	258.5208514	242.0997114	1401.250216	1279.292406	1163.204401	492.9953463	343.4172619	443.8948052	1026.443074
K00301	E1.5.3.1; sarcosine oxidase EC:1.5.3.1	17.54924242	32.11785714	23.35833333	59.50479798	13.39166667	39.175	26.61515152	9.35	37.3020202	38	37.10454545	50.87146465	80.58055556	39.65952381
K00302	"soxA; sarcosine oxidase, subunit alpha EC:1.5.3.1"	107.39807	196.932215	72.64671717	202.0892677	50.92619048	133.1549784	65.72411616	75.85413059	180.178373	230.7305556	232.1112374	163.3836941	215.861075	269.6983442
K00303	"soxB; sarcosine oxidase, subunit beta EC:1.5.3.1"	189.6781205	379.2953102	161.4356061	325.0059343	113.7710317	245.7164863	141.8953283	153.0139791	345.568741	379.8861111	397.377904	286.4821068	571.3971861	610.227233
K00304	"soxD; sarcosine oxidase, subunit delta EC:1.5.3.1"	85.01511544	178.382215	54.45505051	182.010101	41.23452381	108.3549784	56.1040404	69.62117605	149.3051407	200.3166667	179.8348485	121.8628608	167.7805195	246.0983442
K00305	"soxG; sarcosine oxidase, subunit gamma EC:1.5.3.1"	83.01511544	176.7155483	53.62171717	180.3434343	39.22261905	105.0930736	56.1040404	69.62117605	149.138474	197.9833333	174.4181818	122.0295274	163.1138528	243.4816775
K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase EC:1.5.3.1 1.5.3.7	1.5	0	1	0	1	0.75	0	0	0.666666667	0.5	3.25	2.416666667	2.5	1
