otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	SoilDNA1	SoilDNA2	SoilDNA3	SoilDNA4
OTU_102	acidobacteriaceae bacterium k22 ;k__bacteria;p__acidobacteria;c__acidobacteria;o__acidobacteria;f__acidobacteria;g__pyrinomonas;s__acidobacteriaceae bacterium;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	98.9837398373984	0	865.1			147	1	1	1
OTU_103	am935123.1 dynamics during identified and ssu libraries pilot_scale bioremediation process hydrocarbon_contaminated soil clone ampf6  ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	94.3866943866944	0	746.078			86	1	0	0
OTU_104	ay252114.1 polyangium cellulosum str. so02007_3  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__sorangium;s__sorangium cellulosum;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	91.635687732342	0	764.111			1	4	103	1
OTU_105	flavobacterium sp. dk6 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.2110453648915	0	897.561			105	0	0	0
OTU_106	sphingobacteria bacterium ryg ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagales;g__chryseolinea;s__sphingobacteria bacterium;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.7115009746589	0	820.016			0	4	2	81
OTU_107	ef012276.1 ralstonia sp. str. cu hp_2  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__cupriavidus;s__cupriavidus taiwanensis;superkingdom__bacteria	93.1166347992352	0	782.145			101	0	1	1
OTU_108	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.4740882917466	0	780.342			0	0	89	0
OTU_109	gu142920.1 mycobacterium phlei str. m206  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__mycobacteriaceae;g__mycobacterium;s__mycobacterium phlei;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	99.0079365079365	0	886.74			103	0	4	1
OTU_110	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.9537572254335	0	841.656			0	10	1	43
OTU_111	pseudomonas sp. man1 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas sp.;superkingdom__bacteria	98.2791586998088	0	902.971			113	0	1	0
OTU_112	pedobacter tournemirensis ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__pedobacter;s__pedobacter tournemirensis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.1823647294589	0	702.797			95	0	0	1
OTU_113	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.4015444015444	0	803.785			1	1	47	1
OTU_114	uncultured dongia sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__dongia;s__dongia spp.;superkingdom__bacteria	97.5103734439834	0	816.409			0	29	14	42
OTU_115	flavobacterium sp. wb2.1_49 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.0629921259843	0	827.229			50	9	0	1
OTU_116	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	83.0434782608696	8.49848e-129	464.752			1	0	84	2
OTU_117	uncultured nitrospira sp. ;k__bacteria;p__nitrospirae;c__nitrospira;o__nitrospirales;f__nitrospiraceae;g__nitrospira;s__nitrospira spp.;superkingdom__bacteria	98.8549618320611	0	919.201			0	13	2	48
OTU_118	uncultured desulfococcus sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfobacterales;f__desulfobacteraceae;g__desulfococcus;s__desulfococcus spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	97.1943887775551	0	838.049			121	0	3	1
OTU_119	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	99.034749034749	0	911.988			2	8	69	2
OTU_120	cp000909.1 chloroflexus aurantiacus str. j_10_fl  ;k__bacteria;p__chloroflexi;c__chloroflexia;o__chloroflexales;f__chloroflexaceae;g__chloroflexus;s__chloroflexus aurantiacus;superkingdom__bacteria;suborder__chloroflexineae	80.5555555555556	3.27313e-127	459.342			57	0	0	0
OTU_121	fm253668.1 rock gold mine unusually microbial biofilm clone f11_2  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__pedomicrobium;s__pedomicrobium spp.;superkingdom__bacteria	99.3630573248408	0	836.246			1	17	7	51
OTU_122	pedobacter sp. pbi 90 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__pedobacter;s__pedobacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.0884086444008	0	798.375			70	0	0	0
OTU_123	uncultured cyanobacterium sp. ;k__bacteria;p__cyanobacteria;c__oscillatoriophycideae;o__chroococcales;f__cyanobacteriaceae;g__cyanobacterium;s__cyanobacterium spp.;superkingdom__bacteria;subclass  oscillatoriophycideae	93.970893970894	0	722.634			0	1	1	123
OTU_124	uncultured ochromonas sp. ;k__eukaryota;p__eukaryota;c__chrysophyceae;o__chromulinales;f__chromulinaceae;g__ochromonas;s__ochromonas sp.;superkingdom__eukaryota	74.2596810933941	3.24001e-70	269.988			83	0	3	0
OTU_125	uncultured fibrobacter sp. ;k__bacteria;p__fibrobacteres;c__fibrobacteria;o__fibrobacterales;f__fibrobacteraceae;g__fibrobacter;s__fibrobacter spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	88.911704312115	1.07622e-177	627.055			0	2	2	44
OTU_126	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	97.3025048169557	0	874.117			1	33	2	95
OTU_127	uncultured desulfococcus sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfobacterales;f__desulfobacteraceae;g__desulfococcus;s__desulfococcus spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	95.6087824351297	0	800.179			57	1	0	0
OTU_128	uncultured aquiflexum sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cyclobacteriaceae;g__aquiflexum;s__aquiflexum spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.8677685950413	0	780.342			0	8	19	7
OTU_129	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	91.9561243144424	0	780.342			71	0	1	0
OTU_130	flavobacterium sp. tp_snow_c35 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.7364341085271	0	830.836			3	41	11	1
OTU_131	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	96.9171483622351	0	865.1			1	20	1	31
OTU_132	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	90.2152641878669	0	697.387			1	38	32	43
OTU_133	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.2920696324952	0	870.51			87	1	2	1
OTU_134	uncultured kofleria sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__kofleriaceae;g__kofleria;s__kofleria spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	87.6838235294118	0	670.336			1	6	0	80
OTU_135	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	93.8432835820896	0	818.212			0	9	1	47
OTU_136	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.9923664122137	0	843.46			42	1	1	0
OTU_137	gq396809.1 functional unvegetated perhumid recently_deglaciated soils do not correlate shifts soil clone ak1ab1_02g  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__kaistobacter;s__kaistobacter spp.;superkingdom__bacteria	98.5010706638116	0	810.999			6	23	1	62
OTU_138	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	91.991341991342	0	661.319			63	0	1	0
OTU_139	byssovorax cruenta ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__byssovorax;s__byssovorax cruenta;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	88.1801125703565	0	675.746			0	1	5	84
OTU_140	uncultured phycisphaera sp. ;k__bacteria;p__planctomycetes;c__phycisphaerae;o__phycisphaerales;f__phycisphaeraceae;g__phycisphaera;s__phycisphaera spp.;superkingdom__bacteria	87.5763747454175	1.18919e-170	603.611			87	1	1	0
OTU_141	nr_024879.1 mesorhizobium amorphae str. accc 19665  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__phyllobacteriaceae;g__mesorhizobium;s__mesorhizobium amorphae;superkingdom__bacteria	99.1434689507495	0	825.426			1	29	10	26
OTU_142	chelatococcus sp. enrichment culture clone hb1 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__beijerinckiaceae;g__chelatococcus;s__chelatococcus sp.;superkingdom__bacteria	98.9406779661017	0	829.033			80	0	1	2
OTU_143	uncultured nitrospira sp. ;k__bacteria;p__nitrospirae;c__nitrospira;o__nitrospirales;f__nitrospiraceae;g__nitrospira;s__nitrospira spp.;superkingdom__bacteria	98.4732824427481	0	910.184			1	27	1	56
OTU_144	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	92.9368029739777	0	792.965			0	5	1	54
OTU_145	uncultured aquiflexum sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cyclobacteriaceae;g__aquiflexum;s__aquiflexum spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.8677685950413	0	780.342			1	0	41	1
OTU_146	ab075230.1 flavobacterium limicola str. st_82  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium limicola;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.1315280464217	0	843.46			65	1	0	0
OTU_147	uncultured steroidobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__sinobacteraceae;g__steroidobacter;s__steroidobacter spp.;superkingdom__bacteria	95.8015267175573	0	843.46			3	33	71	101
OTU_148	mesorhizobium sp. ccanp94 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__phyllobacteriaceae;g__mesorhizobium;s__mesorhizobium sp.;superkingdom__bacteria	99.3617021276596	0	834.443			4	24	17	36
OTU_149	uncultured fulvimarina sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__aurantimonadaceae;g__fulvimarina;s__fulvimarina spp.;superkingdom__bacteria	99.5412844036697	0	774.932			0	17	9	35
OTU_150	uncultured arcicella sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__arcicella;s__arcicella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	92.798353909465	0	713.617			0	53	11	0
OTU_151	ay859686.1 mycobacterium moriokaense str. cip 105393  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__mycobacteriaceae;g__mycobacterium;s__mycobacterium moriokaense;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	96.4356435643564	0	830.836			55	1	1	1
OTU_152	uncultured saccharibacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__saccharibacter;s__saccharibacter spp.;superkingdom__bacteria	89.2783505154639	6.97674e-180	634.269			81	0	0	1
OTU_153	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	97.4308300395257	0	854.28			0	1	22	40
OTU_154	cp000383.1 cytophaga hutchinsonii str. atcc 33406  ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__cytophaga;s__cytophaga hutchinsonii;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.6538461538462	0	906.577			68	0	0	2
OTU_155	crenotalea thermophila ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__crenotalea;s__crenotalea thermophila;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.4031936127745	0	868.707			68	0	0	0
OTU_156	ab512142.1 herminiimonas fonticola str. da costa s_94 (=cip 108398 =lmg  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__herminiimonas;s__herminiimonas fonticola;superkingdom__bacteria	99.4059405940594	0	897.561			65	4	5	1
OTU_157	uncultured aquiflexum sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cyclobacteriaceae;g__aquiflexum;s__aquiflexum spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.3781512605042	0	749.684			0	61	3	0
OTU_158	sphingobacteria bacterium ryg ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagales;g__chryseolinea;s__sphingobacteria bacterium;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.7470817120623	0	794.769			0	8	7	27
OTU_159	uncultured fibrobacter sp. ;k__bacteria;p__fibrobacteres;c__fibrobacteria;o__fibrobacterales;f__fibrobacteraceae;g__fibrobacter;s__fibrobacter spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	90.1840490797546	0	650.499			0	54	2	0
OTU_160	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.7446808510638	0	830.836			51	1	0	1
OTU_161	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.6153846153846	0	812.802			0	3	3	32
OTU_162	uncultured cellvibrio sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__cellvibrio;s__cellvibrio spp.;superkingdom__bacteria	90.0191938579654	0	697.387			28	0	2	33
OTU_163	uncultured bordetella sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__alcaligenaceae;g__bordetella;s__bordetella spp.;superkingdom__bacteria	98.8549618320611	0	915.594			189	0	0	0
OTU_164	flavobacterium sp. xin_1 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.990366088632	0	809.196			60	0	0	0
OTU_165	rickettsia endosymbiont of aphis craccivora ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rickettsiales;f__rickettsiaceae;g__rickettsia;s__rickettsia spp.;superkingdom__bacteria;tribe__rickettsieae	79.0849673202614	3.41064e-63	246.544			0	42	0	0
OTU_166	cp000909.1 chloroflexus aurantiacus str. j_10_fl  ;k__bacteria;p__chloroflexi;c__chloroflexia;o__chloroflexales;f__chloroflexaceae;g__chloroflexus;s__chloroflexus aurantiacus;superkingdom__bacteria;suborder__chloroflexineae	89.0041493775934	4.3161e-176	621.645			98	0	0	0
OTU_167	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	95.1762523191095	0	856.083			1	78	0	5
OTU_168	uncultured aquiflexum sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cyclobacteriaceae;g__aquiflexum;s__aquiflexum spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.2631578947368	0	710.01			0	68	4	0
OTU_169	uncultured pseudomonas sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas spp.;superkingdom__bacteria	88.527724665392	0	672.139			62	0	0	0
OTU_170	dyella jiangningensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__dyella;s__dyella jiangningensis;superkingdom__bacteria	93.3837429111531	0	796.572			65	1	0	0
OTU_171	uncultured agrobacterium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__agrobacterium;s__agrobacterium spp.;superkingdom__bacteria	99.5359628770302	0	765.915			0	14	16	19
OTU_172	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	98.4405458089669	0	886.74			1	0	47	0
OTU_173	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	94.4123314065511	0	798.375			1	8	0	72
OTU_174	uncultured derxia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__alcaligenaceae;g__derxia;s__derxia spp.;superkingdom__bacteria	92.5714285714286	0	773.128			3	26	12	2
OTU_175	acholeplasma palmae ;k__bacteria;p__tenericutes;c__mollicutes;o__acholeplasmatales;f__acholeplasmataceae;g__acholeplasma;s__acholeplasma palmae;superkingdom__bacteria	89.1682785299807	0	673.943			45	0	0	0
OTU_176	uncultured blastochloris sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__blastochloris;s__blastochloris spp.;superkingdom__bacteria	96.4135021097046	0	773.128			0	1	53	0
OTU_177	uncultured pelosinus sp. ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__veillonellaceae;g__pelosinus;s__pelosinus spp.;superkingdom__bacteria	79.1015625	1.95924e-117	426.881			0	1	57	0
